image_id,question,answer
816PVBitI2L,How many main color sections are visible on the case?,Four
712IcXRhlmL,What animal is depicted on the phone case?,Tiger
712IcXRhlmL,What are the main colors of the design on the phone case?,Black
712IcXRhlmL,Is the phone case design primarily geometric or organic?,Organic
813F4YYG7DL,What is the dominant color of the headboard's fabric?,Yellow
813F4YYG7DL,What shape is the top of the headboard?,Arched
813F4YYG7DL,How many legs does this headboard have?,Two
61NpWJp15EL,What is the main color of the guitar capo shown?,Copper
61NpWJp15EL,How many guitar capos are included in this product?,Three
61NpWJp15EL,Is there a rubber or silicon component visible on the capo to protect the guitar?,Yes
81PMtBIs-XL,What is the dominant metal color of the ring?,White
81PMtBIs-XL,What shapes of diamonds are visible in the ring's design?,Two
81PMtBIs-XL,Is this ring suitable for a wedding or engagement?,Yes
61MetpGb6WL,What color are the stones in the ring?,Yellow
61MetpGb6WL,What shape is the main design element of this ring?,Bow
61MetpGb6WL,Is the ring band primarily silver or gold?,Silver
714+MaPmp8L,What is the main color reflected in the lake on the phone case?,Blue
714+MaPmp8L,How many mountains are depicted on the phone case?,Two
714+MaPmp8L,Is this phone case compatible with a Spice V801?,Yes
61Kzwym7mZL,What letter is prominently displayed on the phone case?,J
61Kzwym7mZL,What is the dominant color of the background on this phone case?,Blue
61Kzwym7mZL,Does this phone case appear to have cutouts for the phone's buttons and ports?,Yes
81mVoosAJYL,What color is the car charger?,Black
81mVoosAJYL,How many USB ports does the car charger have?,One
81mVoosAJYL,Is the cable straight or coiled?,Straight
91s-xQ1CiqL,What is the primary flavor of this soda?,Lemon
91s-xQ1CiqL,What is the color of the can?,Silver
91s-xQ1CiqL,Is this soda sweetened with artificial sweeteners?,No
910L5xBvEQL,What color are the majority of the beads on the bracelet?,Blue
910L5xBvEQL,How many charms are attached to this bracelet?,Four
910L5xBvEQL,What zodiac sign is featured on this charm bracelet?,Aquarius
51k8czupdZL,How many jack stands are included in this set?,2
51k8czupdZL,What color are the jack stands?,Red
51k8czupdZL,Is the wheel chock made of metal or rubber?,Rubber
61oFVXUpCUL,What color is the phone case?,Black
61oFVXUpCUL,What animal is depicted on the case?,Cat
61oFVXUpCUL,Is the case design primarily text or image-based?,Text
91rGafmTs5L,What color is the chair?,Blue
91rGafmTs5L,How many legs does the chair have?,Four
91rGafmTs5L,Does this chair have armrests?,Yes
71ViDCAyPfL,What words are on the phone case?,Three
71ViDCAyPfL,What color is the background of the phone case?,Beige
71ViDCAyPfL,Is the phone case design primarily text or images?,Text
61PWAhu2EyL,What letter is prominently displayed on the phone case?,W
61PWAhu2EyL,What color is the heart-shaped design on the phone case?,Yellow
61PWAhu2EyL,What shapes are scattered across the phone case background?,Stars
91fpy6Lj1jL,What color is the bean bag cover?,Orange
91fpy6Lj1jL,Does the bean bag cover have a carrying handle?,Yes
91fpy6Lj1jL,What is the primary material of this bean bag cover?,Leatherette
51++RbgeNML,What is the primary color of the shower elbow?,Silver
51++RbgeNML,How many threaded ends does this shower arm connector have?,Two
51++RbgeNML,Does this fitting appear to allow for angular adjustment of a shower head?,Yes
71zGF+2haML,What color is the neck pillow?,Gray
71zGF+2haML,Is the pillow designed for travel?,Yes
71zGF+2haML,How many adjustable straps are visible on the pillow?,Zero
51WTjzHaMDL,What fruit is this baby food made from?,Pears
51WTjzHaMDL,What is the recommended age for this baby food?,6+
51WTjzHaMDL,Is the lid re-sealable?,Yes
51jBkg071IL,What is the toe shape of this shoe?,Pointed
51jBkg071IL,What color are these women's heels?,Black
51jBkg071IL,How many heels are shown in the image?,One
71XF1ZbDj4L,What color is the heart-shaped charm on the phone case?,Green
71XF1ZbDj4L,How many charms are attached to the necklace on the phone case?,Three
71XF1ZbDj4L,Does the phone case design include the word 'peace'?,Yes
71lKNgd8aHL,What color are the wheels on this ab wheel?,Red
71lKNgd8aHL,How many wheels does this abdominal exercise wheel have?,Two
71lKNgd8aHL,Is there a knee pad included with this fitness product?,Yes
91pwmAkXVJL,How many storage baskets are in the set?,3
91pwmAkXVJL,What are the primary colors of the baskets?,Two
91pwmAkXVJL,Do the baskets appear to be made of a natural material?,Yes
51zboj55JqL,What brand is shown in the image?,AmazonBasics
51zboj55JqL,What color is the text in the logo?,Black
51zboj55JqL,Is the logo primarily composed of text or images?,Text
81pvLTRWGOL,What color is the ironing board's cover?,Black
81pvLTRWGOL,Does the ironing board have a shelf for folded clothes?,Yes
81pvLTRWGOL,How many legs does the ironing board have?,Three
61z1Lg9MYcL,What color is the laundry bag?,Green
61z1Lg9MYcL,How many pockets are visible on the laundry bag?,One
61z1Lg9MYcL,Is the laundry bag designed for carrying dirty clothes?,Yes
816VMt8Of2L,What is the main color of the phone case?,Brown
816VMt8Of2L,Does the case appear to have a glossy or matte finish?,Glossy
816VMt8Of2L,"Based on the image, is the case design primarily geometric or organic?",Organic
71OVRhEB4zL,What is the primary color of the shoe?,Black
71OVRhEB4zL,What type of closure do these running shoes use?,Lace-up
71OVRhEB4zL,Are the soles of the shoes predominantly white or black?,White
61t2ks1wNTL,Is the phone case design primarily based on a landscape or portrait orientation?,Portrait
61t2ks1wNTL,How many figures are depicted on the phone case?,Two
61t2ks1wNTL,What color is the background of the phone case design?,Purple
81pbjZJJBvL,What is the primary color of the phone case's design?,White
81pbjZJJBvL,Is the phone case design primarily geometric or organic?,Organic
81pbjZJJBvL,How many distinct design elements repeat on the phone case?,One
61Nv5S6m5qL,What color are the clothes hangers?,Beige
61Nv5S6m5qL,How many hangers are shown in the picture?,20
61Nv5S6m5qL,What material are the hanger hooks made of?,Metal
81Y+O8eSk6L,What color is the charging adapter?,Black
81Y+O8eSk6L,How many USB ports does this adapter have?,Eight
81Y+O8eSk6L,Is this a single or multi-port charging adapter?,Multi
61h4tUJTqxL,How many switch openings are there on this wall plate?,Four
61h4tUJTqxL,What color is the AmazonBasics wall plate?,Bronze
61h4tUJTqxL,Does this image show screws included with the wall plate?,Yes
71DNttirI8L,What color is the canopy?,Gray
71DNttirI8L,How many legs does the shelter have?,Four
71DNttirI8L,Is this shelter designed for freestanding use?,Yes
71Tcs7CCnxL,How many pandas are depicted on the phone case?,6
71Tcs7CCnxL,What color is the background of the phone case?,Pink
71Tcs7CCnxL,Is this case designed for a OnePlus 6?,Yes
61+u7jsDSaL,What is the main color of the drink shown on the phone case?,Yellow
61+u7jsDSaL,Is the phone case design primarily a landscape or portrait orientation?,Portrait
61+u7jsDSaL,What kind of fruit garnish is on the drink in the image?,Pineapple
71UM4wmO0JL,What color is the phone case's background?,Black
71UM4wmO0JL,How many different types of cups or teapots are depicted on the case?,Four
71UM4wmO0JL,Is the design on the phone case primarily geometric or floral?,Geometric
A1pm5cSDyWL,What is the primary color of the rug?,Gold
A1pm5cSDyWL,Is the rug rectangular or square?,Rectangular
A1pm5cSDyWL,"Based on the image and description, what material is the rug made of?",Wool
71HcCuG1qTL,What color are the boots?,Black
71HcCuG1qTL,How many boots are shown in the image?,One
71HcCuG1qTL,What type of footwear is depicted?,Boots
81AmeaXuCrL,How many crayons are in each row?,8
81AmeaXuCrL,What color crayon is located in the top left corner?,Red
81AmeaXuCrL,Are there more red crayons or blue crayons in the image?,Equal
71w7OI-kbCL,What is depicted on the phone case?,Skeleton
71w7OI-kbCL,How many butterflies are visible on the phone case?,Two
71w7OI-kbCL,What is the predominant color of the phone case?,Black
71DaL945sTL,What color are the find. Men's Um1527 Chukka Boots?,Brown
71DaL945sTL,How many eyelets are visible on the boot laces?,4
71DaL945sTL,Is this a high-top or low-top boot style?,Low
61NJyE47oSL,What color is the toilet paper holder?,White
61NJyE47oSL,How many bars does this toilet paper holder have?,Two
61NJyE47oSL,Is this holder made of wood?,No
61zbu9dwITL,What is the type of cheese shown in the image?,Cream
61zbu9dwITL,What is the weight of the cream cheese container?,8
61zbu9dwITL,"Based on the label, is this cream cheese lower in fat than regular cream cheese?",Yes
21QA1aaQcsL,What color is the DisplayPort to HDMI cable?,Black
21QA1aaQcsL,How many connectors does this cable have?,Two
21QA1aaQcsL,Can this cable transmit audio?,Yes
91322ZcP3oL,What color are the curtains?,Gray
91322ZcP3oL,How many curtain panels are shown in the image?,Two
91322ZcP3oL,What type of heading do the curtains have?,Grommet
91jZYB7DhML,What is the shape of the mirror?,Square
91jZYB7DhML,What color is the frame of the mirror?,Natural
91jZYB7DhML,Is the frame made of wood?,Yes
81p4WwqH3QL,What color is the Rivet Alonzo sofa?,Cognac
81p4WwqH3QL,How many cushions does the sofa have?,One
81p4WwqH3QL,What material are the legs of this mid-century modern sofa made of?,Brass
51lTF1IgjQL,What color is the mouse?,Blue
51lTF1IgjQL,How many buttons does the mouse have?,Two
51lTF1IgjQL,Is the carrying case included with the mouse?,Yes
71RZqj13QkL,What colors are predominantly featured on this phone case?,Orange
71RZqj13QkL,Is the phone case design primarily geometric or abstract?,Abstract
71RZqj13QkL,How many main color stripes are visible on the phone case?,Three
81AQoFl3ilL,What natural feature is prominently displayed on the phone case?,Waterfall
81AQoFl3ilL,How many bridges are depicted on the phone case?,One
81AQoFl3ilL,Is the phone case design primarily green?,Yes
51f8VMktjFL,How many stones are on the ring?,Three
51f8VMktjFL,What is the shape of the central stone?,Square
51f8VMktjFL,What color is the metal of the ring?,White
71rXOJCu49L,What type of cookies are shown in the image?,Oatmeal
71rXOJCu49L,Are the cookies in the container large or small?,Small
71rXOJCu49L,What ingredient is visible in some of the cookies?,Raisins
61MTuX1Z-XL,What colors are predominantly shown on the phone case?,Red
61MTuX1Z-XL,What is depicted in the image on the phone case?,Leaves
61MTuX1Z-XL,Does the case appear to have cutouts for buttons and ports?,Yes
710PsZu3byL,What animal is featured on this phone case?,Panda
710PsZu3byL,What are the main colors of the phone case design?,Black
710PsZu3byL,Is the phone case design primarily a pattern or a single image?,Pattern
61QAFwAgPdL,What color is the predominant background of the phone case?,Brown
61QAFwAgPdL,How many cassette tape players are depicted on the phone case?,Two
61QAFwAgPdL,Does the case design include headphones?,Yes
71-IftLg9QL,What is depicted on the phone case?,Train
71-IftLg9QL,How many arches are visible under the train on the phone case?,9
71-IftLg9QL,Is the phone case design primarily in color?,No
71sMzOG3TdL,What type of rice is shown in the image?,Brown
71sMzOG3TdL,"What is the cooking time for this rice, according to the package?",10
71sMzOG3TdL,Is this rice USDA organic?,Yes
91A4kCW5ByL,What color is the iPhone case?,Blue
91A4kCW5ByL,Is the case designed for an iPhone 7 Plus?,Yes
91A4kCW5ByL,Does the case appear to have a textured surface?,Yes
71FxCCqcM-L,What color is the background of the phone case?,Yellow
71FxCCqcM-L,What is depicted on the phone case?,Shoes
71FxCCqcM-L,How many shoes are shown on the phone case?,Two
91C4e69Ag7L,What color is the tripod?,Bronze
91C4e69Ag7L,How many legs does the tripod have?,Three
91C4e69Ag7L,Is there a carrying case included?,Yes
71xWzjncR4L,What color are these men's formal shoes?,Brown
71xWzjncR4L,What type of closure do these shoes have?,Lace-up
71xWzjncR4L,Are these shoes designed for casual or formal wear?,Formal
91z61O+rz6L,How many knee pads are shown in the image?,12
91z61O+rz6L,What color are the stripes on the knee pads?,Green
91z61O+rz6L,Are these knee pads designed for professional or casual use?,Professional
71u5Yb+6Y+L,What phone model is this case designed for?,LG Stylus 3
71u5Yb+6Y+L,What color is the phone case's background?,Black
71u5Yb+6Y+L,Is the text on the case primarily white or black?,White
71Bb8jnOizL,What color are these ballet flats?,Grey
71Bb8jnOizL,What is the style of the shoe shown in the image?,Ballet
71Bb8jnOizL,Does this shoe appear to have a pointed or rounded toe?,Rounded
81gm0PRJhdL,What color is the upholstery of the Stone & Beam Burke bar stool?,Grey
81gm0PRJhdL,How many legs does this counter-height bar stool have?,Four
81gm0PRJhdL,Is the seat of this bar stool made of wood or fabric?,Fabric
71yosxR4XGL,What phone model is this case designed for?,Nokia
71yosxR4XGL,What is the dominant color scheme of the candy design on the phone case?,Multicolor
71yosxR4XGL,How many different types of candy shapes appear to be on the case?,Many
91-yINz+VdL,What is the net weight of the chia seeds shown in the image?,500g
91-yINz+VdL,What color are the chia seeds in the bag?,Brown
91-yINz+VdL,"Based on the label, what is the product's primary ingredient?",Chia
61y1SjodUZL,What color is the majority of the phone case shown?,Teal
61y1SjodUZL,Is this phone case compatible with Samsung Galaxy M40?,Yes
61y1SjodUZL,How many cameras are visible on the back of the phone in the case?,Three
71N5t6u0DLL,What color is the background of the phone case?,Black
71N5t6u0DLL,Is the text on the case primarily gold or silver?,Gold
71N5t6u0DLL,How many words are in the main phrase on the phone case?,Five
61T4MsluonL,What is the primary color of the fabric shown?,Beige
61T4MsluonL,Does the image show any patterns or textures?,No
61T4MsluonL,"Based on the texture, would you describe this fabric as smooth or rough?",Smooth
